GEOID,NAME,mean_noise,max_noise,min_noise
06031001001,10.01,55.7137042604913,79.99478149414062,45.0324592590332
06087122204,1222.04,56.62015110195904,82.84205627441406,45.00785446166992
06087100802,1008.02,51.9003515625,62.75541687011719,45.05828094482422
06087121501,1215.01,52.511928589876035,61.3987922668457,45.174598693847656
06087122402,1224.02,57.791132844614964,83.93925476074219,45.00236511230469
06087121502,1215.02,52.115410558956185,60.817073822021484,45.10008239746094
06087122005,1220.05,59.450692442339374,84.26023864746094,45.010589599609375
06087121801,1218.01,54.94907368093297,71.886474609375,45.00510787963867
06087110402,1104.02,58.73211805555555,81.6166763305664,45.00373840332031
06087110504,1105.04,55.46731520432692,70.06037902832031,45.45059585571289
06087110602,1106.02,57.42265036118091,73.64175415039062,45.14813232421875
06087122004,1220.04,60.083135320660524,84.71438598632812,45.03654479980469
06087101001,1010.01,54.58869835805085,77.4311752319336,45.020172119140625
06087110101,1101.01,55.83752232142857,70.07747650146484,45.07720947265625
06031001002,10.02,55.67630308880309,81.61368560791016,45.00785446166992
06075020602,206.02,52.43428421020508,54.255340576171875,46.07990646362305
06031001003,10.03,50.62461958135392,65.31350708007812,45.04606628417969
06031001100,11,53.043233465464816,77.09185028076172,45.00510787963867
06031001500,15,48.909711478960396,57.18169403076172,45.039268493652344
06037236400,2364,57.91727984287054,76.68292236328125,45.05963134765625
06037237500,2375,57.921888108221474,72.00850677490234,45.02153778076172
06065042212,422.12,60.85333715411841,88.39666748046875,45.01880645751953
06065042719,427.19,55.034567588843906,86.52922821044922,45.010589599609375
06065042723,427.23,56.6838620890579,79.71229553222656,45.03382110595703
06065043218,432.18,52.791005236037236,61.65837860107422,45.108131408691406
06065040807,408.07,51.85457964085821,61.02776336669922,45.01333236694336
06065040808,408.08,51.67625,61.54424285888672,45.01333236694336
06037213201,2132.01,55.55863163389009,74.32167053222656,45.0542106628418
06037213202,2132.02,55.991864483173075,74.29752349853516,45.07585906982422
06037502303,5023.03,57.962151841868824,88.66227722167969,45.00236511230469
06037533204,5332.04,56.41521449288922,75.71359252929688,45.04606628417969
06037703003,7030.03,59.30655543214863,88.56970977783203,45.01333236694336
06037930400,9304,53.08812551969159,88.50032806396484,45.00099182128906
06037242202,2422.02,56.276174991688826,76.0916748046875,45.0324592590332
06037128302,1283.02,56.662103697311046,77.04407501220703,45.070457458496094
06037134306,1343.06,56.61790851343458,75.25433349609375,45.087989807128906
06037119320,1193.20,54.36470588235294,73.9776611328125,45.01880645751953
06037920326,9203.26,60.22041471962617,88.44041442871094,45.00099182128906
06037294520,2945.20,57.340617529030055,77.40678405761719,45.371891021728516
06037573202,5732.02,57.73539018361582,77.99134063720703,45.04335021972656
06037599100,5991,47.85304090711806,50.48442077636719,47.474117279052734
