zcta,population,pnhwhite,pnhblack,phispanic,pforeign_born,punemployed,poverty_rate,affluence,disadvantage,median_family_income
43009,2140,0.9915887713432,0.0032710279338,0.0046728970483,0.0051401867531,0.011754068546,0.036201223731,0.312443614006,0.0590744800866,99583.0
43011,6859,0.9438693523407,0.0026242893655,0.0053943721578,0.0071438984014,0.0257142856717,0.0424458310008,0.3408456146717,0.0691203102469,105625.0
43013,1404,0.9928774833679,0.0,0.0,0.0,0.044207315892,0.0747863277793,0.4418261349201,0.0832666605711,156250.0
43014,3867,0.9756917357445,0.0,0.0,0.0121541246772,0.016097875312,0.1312451511621,0.2153322100639,0.1449511647224,85526.0
43015,57745,0.8337864875793,0.0429128073156,0.0366092287004,0.0513464361429,0.0303427968174,0.0736526623368,0.4576079249382,0.0844703614712,112416.0
43016,44092,0.6702803373337,0.0339517369866,0.034473374486,0.1956817507744,0.0264704693109,0.0609683766961,0.6246736645699,0.0539191327989,133615.0
43017,41837,0.737385571003,0.0455816611648,0.0665917694569,0.1765183955431,0.0282583106309,0.0673352107406,0.654248893261,0.0636555552483,154794.0
43019,9905,0.9748612046242,0.000908632006,0.0061585060321,0.0014134275261,0.0256410259753,0.095474332571,0.2181988656521,0.0946920216084,79295.0
43021,14295,0.8901014328003,0.0225253589451,0.013501224108,0.0462399423122,0.034657754004,0.0271086450666,0.649331510067,0.0347099937499,164756.0
43022,3630,0.8942148685455,0.0220385678113,0.04022038728,0.0352617092431,0.0190903991461,0.1211089491844,0.3989577591419,0.0847580879927,94654.0
