zip_code,State,county_name,home_value
96103,CA,Plumas County,402718.04742199974
92059,CA,San Diego County,1084049.1082483276
94020,CA,San Mateo County,1000691.5842949146
96052,CA,Trinity County,280406.83668175124
93667,CA,Fresno County,433429.3112230532
95668,CA,Placer County,778077.9592481327
95323,CA,Stanislaus County,611340.7377224494
96148,CA,Placer County,859502.1415948019
94963,CA,Marin County,1327974.820237098
94923,CA,Sonoma County,1459152.6277121415
95664,CA,El Dorado County,667012.4778172009
96140,CA,Placer County,1121634.7322182534
94973,CA,Marin County,1121855.1044048036
92347,CA,San Bernardino County,148696.93954047488
95410,CA,Mendocino County,629351.5633396282
93239,CA,Fresno County,219403.0632610093
96142,CA,Placer County,898081.4345691797
95947,CA,Plumas County,244832.1955121502
95968,CA,Butte County,258929.7131412922
96023,CA,Siskiyou County,140156.59119635538
96044,CA,Siskiyou County,236179.76253791468
96069,CA,Shasta County,379156.42585012777
96024,CA,Trinity County,304629.711053093
93201,CA,Tulare County,214778.151929955
95017,CA,Santa Cruz County,979353.4960863226
93668,CA,Fresno County,288176.35080234153
95960,CA,Yuba County,353665.00854512915
95703,CA,Placer County,544855.8783067229
96039,CA,Siskiyou County,150181.17391684302
95563,CA,Trinity County,262970.4375310217
96034,CA,Siskiyou County,292907.35613056907
93518,CA,Kern County,307347.99433185597
96075,CA,Tehama County,164417.19226802108
91008,CA,Los Angeles County,1919133.5204694665
94528,CA,Contra Costa County,3149402.9285558723
96062,CA,Shasta County,546623.500939903
95979,CA,Colusa County,279450.0819976108
95629,CA,Amador County,473058.755108336
92321,CA,San Bernardino County,312195.4471984676
96065,CA,Shasta County,297671.3945336389
96091,CA,Trinity County,273660.6631864453
93541,CA,Mono County,504732.6784346104
94038,CA,San Mateo County,1473351.755722759
95547,CA,Humboldt County,522363.0632757328
93608,CA,Fresno County,229471.77253664672
95837,CA,Sacramento County,1005784.8311375394
96120,CA,Alpine County,532717.5983193954
95651,CA,El Dorado County,600755.0044412332
95254,CA,Calaveras County,562334.6308315742
95674,CA,Sutter County,644634.0118757795
93255,CA,Kern County,246019.96536580496
92341,CA,San Bernardino County,309064.6209324302
95659,CA,Sutter County,524733.3959498729
95345,CA,Mariposa County,371336.0400654262
96107,CA,Mono County,338111.10377286
96056,CA,Lassen County,300081.4056557465
95412,CA,Sonoma County,935131.6266338348
95951,CA,Glenn County,301705.2555982063
95450,CA,Sonoma County,857701.9306141817
93664,CA,Fresno County,613985.778373905
93238,CA,Kern County,333582.56408464967
93545,CA,Inyo County,384157.32081273146
96113,CA,Lassen County,125025.61558937289
94104,CA,San Francisco County,1111931.8827545955
94567,CA,Napa County,440745.7383223832
93634,CA,Fresno County,382585.15210694075
93517,CA,Mono County,413829.6124100909
94592,CA,Solano County,720682.8115405012
93531,CA,Kern County,628943.5214805095
93432,CA,San Luis Obispo County,976516.0481105446
96050,CA,Siskiyou County,218102.8713145776
95552,CA,Trinity County,243547.7415539497
95919,CA,Yuba County,309888.30242335895
96008,CA,Shasta County,436462.0255325294
92386,CA,San Bernardino County,301268.06891292543
93452,CA,San Luis Obispo County,597515.9868519888
95589,CA,Humboldt County,364288.7128107857
92091,CA,San Diego County,3313877.5901805866
92317,CA,San Bernardino County,385768.9235631549
93641,CA,Fresno County,304017.9809715485
94946,CA,Marin County,2090121.7201426767
92385,CA,San Bernardino County,494984.9485488139
91934,CA,San Diego County,356252.59314010106
95943,CA,Glenn County,698255.5684621612
92070,CA,San Diego County,762377.7616624268
95306,CA,Mariposa County,478389.8415497327
93925,CA,Monterey County,713897.2861610446
95935,CA,Yuba County,371825.1629463534
93440,CA,Santa Barbara County,925389.1907738236
94938,CA,Marin County,1071949.7958308572
95922,CA,Yuba County,357000.88807285554
91210,CA,Los Angeles County,1145741.027453428
93261,CA,Tulare County,258357.78008511369
95681,CA,Placer County,541051.1161041451
95573,CA,Humboldt County,318862.8912415256
96057,CA,Siskiyou County,291957.7626388443
93202,CA,Kings County,304963.36199382966
95140,CA,Santa Clara County,1889446.1939504384
95701,CA,Placer County,469358.469408555
95526,CA,Humboldt County,242944.9507328001
95346,CA,Tuolumne County,343599.1784764735
92368,CA,San Bernardino County,283273.6002309939
95715,CA,Placer County,363549.5103115828
95636,CA,El Dorado County,330184.8521857068
92066,CA,San Diego County,491635.370763587
95983,CA,Plumas County,265032.9351838836
96106,CA,Plumas County,615789.3598975665
96038,CA,Siskiyou County,234093.39441863305
96121,CA,Plumas County,293573.3504010296
92358,CA,San Bernardino County,407927.4994791071
94970,CA,Marin County,3402716.889530508
95962,CA,Yuba County,428505.19849996926
95914,CA,Butte County,396066.38148258394
95981,CA,Plumas County,280098.2673950127
94569,CA,Contra Costa County,658292.1412806599
95607,CA,Yolo County,731909.0499437046
96129,CA,Plumas County,369515.228062892
95232,CA,Calaveras County,316586.91497412976
96104,CA,Modoc County,223683.08564982493
91759,CA,San Bernardino County,363917.1038444528
95456,CA,Mendocino County,770174.9784007365
91963,CA,San Diego County,513900.0557897589
93604,CA,Madera County,625351.1714991238
92333,CA,San Bernardino County,407589.38816745207
95233,CA,Calaveras County,367573.131093773
95937,CA,Yolo County,456226.9315400067
95459,CA,Mendocino County,658772.9116893568
95527,CA,Trinity County,272919.229091795
96006,CA,Lassen County,193873.45620597497
93254,CA,Santa Barbara County,285631.6271341564
95257,CA,Calaveras County,276365.0393059206
94956,CA,Marin County,1548784.6801444653
93669,CA,Madera County,364419.3808617616
96124,CA,Sierra County,381159.71331388527
95335,CA,Tuolumne County,317577.8920197271
96059,CA,Tehama County,330484.77978641976
94940,CA,Marin County,1530377.5897762692
92339,CA,San Bernardino County,347697.2183295594
94933,CA,Marin County,888030.6565109488
96071,CA,Shasta County,269105.4710165769
96086,CA,Siskiyou County,218173.9715821134
95728,CA,Placer County,758919.6140396352
95443,CA,Lake County,279025.6588109279
93218,CA,Tulare County,273584.9494815041
95714,CA,Placer County,417818.9100310095
96141,CA,Placer County,1294450.6413089046
95444,CA,Sonoma County,822292.6254891786
95637,CA,Yolo County,647862.2830275529
95923,CA,Plumas County,343238.12068387144
96126,CA,Sierra County,499121.5846201023
96125,CA,Sierra County,342799.09901696985
95934,CA,Plumas County,202573.8591133356
96105,CA,Sierra County,330531.80443996197
93441,CA,Santa Barbara County,1776992.6113706983
96009,CA,Lassen County,205638.8014133571
92060,CA,San Diego County,486989.4971266375
96054,CA,Modoc County,225711.9381816312
93526,CA,Inyo County,311148.0477884973
92398,CA,San Bernardino County,168819.30159023855
95978,CA,Butte County,135589.32056210912
96128,CA,Lassen County,293781.39480194944
93244,CA,Tulare County,410130.90286309767
92378,CA,San Bernardino County,336887.6130853597
95936,CA,Sierra County,315190.2083507429
92268,CA,San Bernardino County,541565.8610306355
93529,CA,Mono County,701336.2219533898
95930,CA,Butte County,263654.1305042552
96016,CA,Shasta County,312461.33158869157
93623,CA,Mariposa County,471191.600055235
95970,CA,Glenn County,359500.0081028754
95002,CA,Santa Clara County,1260655.0823128251
95686,CA,San Joaquin County,563622.6600640869
93424,CA,San Luis Obispo County,1392460.503348343
94971,CA,Marin County,1107943.2102798556
95720,CA,El Dorado County,319394.093196638
93665,CA,Merced County,281997.3777063478
93067,CA,Santa Barbara County,2643548.867043855
95735,CA,El Dorado County,322683.3724143359
95319,CA,Stanislaus County,358431.9225621007
95956,CA,Plumas County,279538.7274294551
96084,CA,Shasta County,306653.1875006294
95007,CA,Santa Cruz County,763537.3002684623
94018,CA,San Mateo County,1512580.4138750874
95426,CA,Lake County,283957.5255970871
95497,CA,Sonoma County,1427589.2519685086
95675,CA,Amador County,229140.37874119735
95601,CA,Amador County,482723.17190005025
93932,CA,Monterey County,827127.362261603
94929,CA,Marin County,1418420.4249522209
90742,CA,Orange County,2148707.8442176576
92258,CA,Riverside County,270967.3074659433
93227,CA,Tulare County,296735.34291498247
95433,CA,Sonoma County,741006.8292874941
95553,CA,Humboldt County,362897.36537053593
95248,CA,Calaveras County,316359.99849606614
95941,CA,Butte County,249448.51932688415
95224,CA,Calaveras County,396496.71470803465
95955,CA,Colusa County,297056.1981039837
93040,CA,Ventura County,580445.5794502742
95424,CA,Lake County,271612.30560858484
95227,CA,San Joaquin County,961602.3978058076
96087,CA,Shasta County,341722.43261917535
95225,CA,Calaveras County,556376.9382741882
95041,CA,Santa Cruz County,806650.3010704112
95375,CA,Tuolumne County,414978.34944863553
95653,CA,Yolo County,372721.9323517561
93962,CA,Monterey County,859461.1477562855
95419,CA,Sonoma County,460295.7570969917
96037,CA,Siskiyou County,289013.81531631015
93222,CA,Kern County,379443.416690206
95697,CA,Yolo County,493680.6856952544
