zcta,median_household_income,poverty_rate,unemployment_rate
78753,65170.0,16.0,69.9
78754,90121.0,8.3,76.2
78756,94701.0,4.8,69.3
78757,103860.0,3.3,70.9
78758,74381.0,13.8,72.8
78759,102400.0,1.2,69.4
78801,54161.0,21.0,54.0
78802,,,
78827,23167.0,13.1,32.5
78828,,,
78829,28517.0,36.0,51.8
78830,51354.0,24.5,36.7
78832,70000.0,8.5,54.5
78833,34036.0,5.8,40.5
78834,39477.0,33.6,43.5
78836,,0.0,52.9
78837,49737.0,15.7,37.5
78838,106250.0,0.0,32.0
78839,37365.0,30.3,54.4
78840,66084.0,13.7,54.1
78841,,,
78842,,,
78843,,,14.3
78850,69531.0,14.5,53.0
78851,,,0.0
78852,49954.0,20.3,53.7
78860,,,
78861,64917.0,9.0,44.1
78870,54167.0,25.2,48.4
78871,,0.0,100.0
78872,39659.0,29.0,44.6
78873,,20.2,29.0
78877,43998.0,14.1,47.3
78879,101484.0,0.0,14.8
78880,39211.0,29.4,51.6
78881,35104.0,31.8,54.1
78883,40491.0,0.0,19.8
78884,84271.0,0.0,53.6
78885,68125.0,0.0,0.0
78886,123532.0,0.0,62.3
78931,,0.0,42.4
78932,62917.0,0.0,47.2
78933,68444.0,0.0,51.6
78934,58302.0,13.6,52.5
78935,,0.0,54.7
78938,61250.0,2.9,61.3
78940,89157.0,6.8,50.6
78941,76477.0,11.3,61.8
78942,73429.0,16.0,57.0
78943,98531.0,7.3,55.2
78944,126806.0,6.5,62.6
78945,75446.0,4.0,55.8
78946,65221.0,7.7,56.0
78947,84649.0,5.0,56.1
78948,58889.0,4.2,39.9
78949,64167.0,0.0,29.4
78950,91354.0,8.3,59.6
78951,,,
78953,83438.0,4.8,59.9
78954,103750.0,7.6,43.5
78956,67903.0,7.8,52.6
78957,69149.0,6.0,59.7
78959,60472.0,10.0,59.4
78962,71278.0,1.2,61.9
78963,97917.0,0.0,67.3
79001,83125.0,3.7,67.1
79002,,,100.0
79003,73125.0,13.3,55.3
79005,70223.0,16.1,55.7
79007,63929.0,11.1,57.0
79008,,,
79009,65333.0,18.2,63.7
79010,,0.0,32.8
79011,54375.0,38.2,27.9
79012,,,
79013,45106.0,23.4,66.8
79014,62273.0,1.2,57.3
79015,83445.0,8.7,63.8
79016,,,24.2
79018,76667.0,15.4,45.9
79019,74750.0,4.3,57.8
79021,51094.0,40.0,62.5
79022,72286.0,12.0,59.1
79024,71250.0,6.4,63.5
79025,,,
79027,50865.0,17.2,67.5
79029,64652.0,17.3,64.1
79031,43750.0,6.4,51.2
79032,76250.0,8.0,70.6
79033,,0.0,40.0
79034,89250.0,0.7,62.7
79035,72202.0,4.6,58.4
79036,90170.0,2.8,61.4
79039,70357.0,6.8,63.4
79040,84583.0,3.6,66.8
79041,61832.0,7.6,52.0
79042,70590.0,11.7,52.7
79043,57956.0,18.7,58.1
79044,66071.0,2.4,53.1
79045,60543.0,15.6,63.7
79046,57386.0,15.7,45.6
79051,,,0.0
79052,34922.0,30.1,58.8
79053,116750.0,0.0,76.4
79054,62500.0,11.8,43.4
79056,,0.0,24.0
79057,70865.0,7.5,54.5
79058,,,
79059,66875.0,3.3,65.2
79061,99861.0,0.0,67.5
79062,63317.0,16.7,75.5
79063,110938.0,4.3,56.8
79064,59698.0,11.5,49.6
79065,58912.0,12.6,54.6
79066,,0.0,36.8
79068,86264.0,3.3,66.8
79070,70915.0,7.6,68.9
79072,47255.0,18.7,54.3
79073,,,
79078,,19.5,31.4
79079,51250.0,18.5,55.7
79080,55313.0,9.3,44.4
79081,68542.0,9.3,59.7
79082,67440.0,0.0,55.8
79083,48611.0,8.9,43.0
79084,54808.0,11.0,63.9
79085,,,
79086,70648.0,8.6,55.4
79087,69135.0,5.0,52.6
79088,35804.0,22.9,49.6
79091,,,
79092,83068.0,9.1,61.8
79093,,0.0,38.8
79094,,0.0,42.9
79095,58889.0,23.3,64.8
79096,67165.0,8.4,61.5
79097,88182.0,4.4,63.0
79098,70250.0,5.3,37.0
79101,47759.0,12.6,34.4
79102,51125.0,14.5,63.5
79103,57981.0,19.8,58.7
79104,39920.0,23.1,61.8
79106,59493.0,10.4,61.8
79107,40671.0,23.4,46.6
79108,66676.0,8.7,60.1
79109,70435.0,9.7,63.1
79110,66683.0,5.3,67.4
79111,71103.0,8.2,55.8
79118,87810.0,6.2,65.7
79119,114432.0,3.7,70.7
79121,74659.0,12.1,60.0
79124,112541.0,1.4,63.4
79201,58438.0,14.2,46.4
79220,49792.0,1.9,72.2
79223,,0.0,76.7
79225,83333.0,2.3,65.0
79226,58031.0,3.9,47.9
79227,62188.0,0.0,59.9
79229,47583.0,8.1,40.1
79230,,14.3,60.7
79231,,0.0,100.0
79233,,0.0,50.0
79234,83409.0,8.0,84.3
79235,52935.0,20.9,65.1
79236,45789.0,17.6,55.6
79237,59688.0,3.8,71.5
79239,36250.0,8.1,42.1
79240,,0.0,100.0
79241,61803.0,10.9,47.1
79243,61250.0,0.0,30.8
79244,71875.0,14.4,60.8
79245,48403.0,13.9,50.0
79247,,0.0,41.7
79248,49028.0,20.7,47.7
79250,54917.0,9.6,67.7
79251,,0.0,93.5
79252,62228.0,5.7,61.1
79255,54375.0,6.3,51.8
79256,39231.0,21.7,44.4
79257,43362.0,15.6,55.0
79258,,0.0,100.0
79259,,0.0,18.5
79261,49450.0,7.6,57.5
79311,81985.0,3.4,63.5
79312,64722.0,22.4,54.0
79313,62788.0,10.0,60.0
79314,27375.0,58.8,58.9
79316,43063.0,15.7,52.0
79322,48750.0,14.2,48.2
79323,87321.0,10.8,58.4
79324,,100.0,51.7
79325,71771.0,13.5,67.9
79326,,0.0,26.8
79329,67059.0,8.8,53.1
79330,60179.0,0.0,57.6
79331,54000.0,17.6,47.9
79336,61598.0,11.7,59.8
79339,60375.0,9.1,62.9
79342,73750.0,8.1,58.3
79343,58906.0,21.6,60.4
79344,,,
79345,73438.0,7.3,66.0
79346,40833.0,22.1,57.9
79347,66792.0,6.4,53.7
79350,,15.3,62.5
79351,66853.0,2.4,60.0
79353,86188.0,0.0,83.7
79355,76967.0,11.8,58.7
79356,46351.0,5.1,37.7
79357,57993.0,11.4,63.5
79358,90333.0,4.3,60.9
79359,53048.0,10.7,48.9
79360,79467.0,3.8,60.5
79363,96128.0,6.5,65.1
79364,56538.0,9.0,53.9
79366,113950.0,1.7,52.8
79367,46458.0,12.5,60.8
79369,,0.0,53.5
79370,48750.0,13.1,48.1
79371,64917.0,4.8,57.9
79372,58906.0,12.9,57.0
79373,74728.0,15.6,59.6
79376,,0.0,0.0
79377,44000.0,2.7,59.0
79378,122232.0,0.0,80.6
79379,67813.0,19.5,46.5
79380,87917.0,30.0,63.5
79381,97625.0,15.4,58.3
79382,84457.0,4.7,66.4
79383,,72.7,41.9
79401,26980.0,26.5,52.5
79402,,,
79403,47907.0,20.5,54.6
79404,51630.0,19.0,49.9
79406,,,16.5
79407,61509.0,5.8,68.2
79410,44537.0,9.1,65.7
79411,47634.0,13.2,62.1
79412,48878.0,17.3,57.5
79413,69400.0,14.0,66.7
79414,49057.0,14.4,71.5
79415,36468.0,27.1,56.6
79416,63896.0,10.5,64.4
79423,84933.0,8.4,68.6
79424,97231.0,7.1,67.0
79501,55430.0,16.8,47.4
79502,52333.0,8.4,57.4
79503,98697.0,6.8,72.2
79504,64545.0,6.7,56.7
79505,52708.0,7.0,61.7
79506,63942.0,12.0,40.7
79508,105000.0,1.2,52.2
79510,78686.0,5.2,60.2
79511,117578.0,1.3,68.4
79512,60353.0,3.7,49.8
79517,74583.0,0.0,73.8
79518,34342.0,0.0,26.0
79519,163380.0,0.0,81.8
79520,65331.0,12.2,69.7
79521,64294.0,9.8,59.3
79525,89875.0,5.4,61.7
79526,83843.0,2.6,54.9
79527,63333.0,2.8,63.4
79528,73476.0,2.5,45.0
79529,50694.0,11.2,53.4
79530,71979.0,8.1,61.8
79532,49643.0,16.4,60.3
79533,59375.0,10.7,61.5
79534,70833.0,5.2,34.1
79535,68036.0,0.0,45.0
79536,71131.0,13.4,58.0
79537,97917.0,0.0,44.4
79538,,19.6,44.2
79539,46250.0,42.9,38.2
79540,,0.0,75.0
79541,71032.0,0.0,65.7
79543,64978.0,15.8,66.7
79544,41750.0,14.6,63.8
79545,58482.0,21.5,53.7
79546,58984.0,13.2,54.3
79547,41023.0,18.9,47.2
79548,,12.0,58.9
79549,59147.0,10.1,51.5
79553,47839.0,20.3,56.4
79556,49393.0,16.3,56.1
79560,85625.0,0.0,35.7
79561,93250.0,5.8,58.5
79562,109572.0,4.5,58.5
79563,49276.0,11.1,55.2
79565,,3.8,44.7
79566,77000.0,6.1,61.3
79567,50781.0,13.7,55.6
79601,53631.0,16.0,43.4
79602,89551.0,7.6,58.9
79603,53513.0,18.8,60.0
79605,62929.0,10.8,62.5
79606,79196.0,5.2,58.6
79607,62637.0,3.0,21.1
79699,,,66.4
79701,57346.0,22.7,61.8
79703,77285.0,3.6,69.2
79705,105310.0,8.2,67.6
79706,108059.0,5.1,66.9
79707,99886.0,6.7,68.7
79713,64886.0,7.7,56.3
79714,72242.0,14.2,64.0
79718,58750.0,28.5,55.8
79719,,0.0,61.3
79720,68785.0,11.3,52.3
79721,,,0.0
79730,,57.1,49.2
79731,63096.0,8.1,52.3
79733,92950.0,0.0,70.4
79734,65227.0,18.7,50.8
79735,78935.0,16.2,52.3
79738,76250.0,11.3,51.0
79739,79352.0,9.6,55.9
79741,112969.0,0.0,51.6
79742,68681.0,13.6,47.7
79743,71833.0,0.0,52.5
79744,42039.0,4.5,51.4
79745,80585.0,9.3,62.2
79748,,10.0,59.5
79749,34286.0,0.0,36.9
79752,39423.0,7.7,51.7
79754,51250.0,0.0,78.8
79755,,33.3,37.8
79756,67468.0,13.5,66.0
79758,102560.0,0.0,63.2
79759,,,
79761,68228.0,15.0,64.6
79762,75272.0,13.3,66.2
79763,56877.0,15.4,56.6
79764,65170.0,14.7,60.2
79765,104965.0,11.4,74.7
79766,74407.0,12.7,52.8
79769,,,
79770,,,
79772,63347.0,12.3,55.2
79776,,,
79777,,34.0,43.0
79778,70808.0,16.2,45.8
79780,,0.0,69.2
79781,,0.0,64.9
79782,102986.0,3.5,67.7
79783,128516.0,0.0,55.4
79785,43438.0,0.0,22.7
79788,57109.0,0.5,46.0
79789,106250.0,5.7,67.0
79821,59232.0,16.4,47.6
79830,66546.0,3.6,58.0
79832,,,27.3
79834,49617.0,0.0,94.2
79835,45924.0,19.7,56.0
79836,59003.0,13.7,55.2
79837,,0.0,62.7
79838,43367.0,25.3,55.2
79839,47950.0,21.8,63.0
79842,45596.0,16.1,69.0
79843,45263.0,17.0,63.0
79845,42818.0,32.7,45.3
79846,,0.0,0.0
79847,50938.0,4.8,50.7
79848,51696.0,3.2,43.0
79849,44831.0,27.7,57.1
79851,55500.0,12.0,25.9
79852,34712.0,0.0,54.8
79853,42234.0,32.5,52.0
79854,33672.0,0.0,27.9
79855,58910.0,12.5,48.5
79901,14872.0,49.5,33.7
79902,50873.0,18.6,55.3
79903,37155.0,26.8,46.8
79904,41841.0,18.6,45.0
79905,25721.0,38.6,43.2
79906,56044.0,14.3,22.2
79907,41617.0,23.7,52.3
79908,59792.0,8.0,17.6
79911,122713.0,3.0,64.8
79912,72943.0,11.1,62.5
79915,35432.0,26.9,48.1
79916,,,5.6
79918,,,11.7
79920,,,0.0
79922,106003.0,3.7,57.0
79924,56976.0,16.8,52.1
79925,57623.0,13.9,62.0
79927,53652.0,19.4,58.6
79928,76643.0,14.0,61.2
79930,42099.0,28.0,57.0
79932,78277.0,10.9,60.4
79934,77754.0,9.8,59.6
79935,61323.0,15.7,58.9
79936,67198.0,11.5,60.3
79938,77272.0,10.3,58.1
80002,93362.0,4.8,70.7
80003,91464.0,6.4,67.8
80004,103659.0,2.9,65.9
80005,136821.0,1.6,67.6
80007,176122.0,1.6,67.0
80010,63579.0,18.4,63.3
80011,74022.0,12.3,66.4
80012,73000.0,14.1,67.0
80013,101191.0,7.5,69.0
80014,73210.0,6.1,59.5
80015,124702.0,2.6,70.1
80016,150492.0,3.2,68.5
80017,80524.0,8.8,69.1
80018,136895.0,2.2,78.4
80019,129154.0,0.0,84.0
80020,117243.0,3.2,69.4
80021,110038.0,2.5,73.0
80022,104396.0,7.3,66.3
80023,158180.0,2.1,66.8
80024,,,24.2
80025,134102.0,,86.2
80026,120187.0,2.1,68.9
80027,154232.0,2.5,68.9
80030,61092.0,13.0,62.3
80031,107422.0,4.9,67.6
80033,89627.0,6.3,66.6
80045,49500.0,24.8,49.8
80101,70417.0,10.2,41.5
80102,113125.0,2.3,67.4
80103,102656.0,3.6,56.3
80104,134335.0,2.5,71.2
80105,79792.0,10.8,67.4
80106,136852.0,2.0,61.0
80107,135262.0,1.8,64.7
80108,181049.0,4.4,68.1
80109,155025.0,2.8,70.3
80110,85900.0,5.6,70.3
80111,135995.0,1.6,68.9
80112,108874.0,2.5,71.5
80113,96590.0,4.0,66.7
80116,146000.0,2.7,53.4
80117,115673.0,4.4,65.3
80118,158155.0,2.2,63.2
80120,94296.0,3.4,63.8
80121,142056.0,2.1,58.8
80122,128691.0,1.9,66.8
80123,105932.0,3.3,63.4
80124,129858.0,2.5,68.9
80125,179983.0,2.1,67.5
80126,169882.0,1.6,69.2
80127,137040.0,2.1,66.4
80128,121436.0,2.9,68.6
80129,141667.0,2.1,66.0
80130,158741.0,2.3,67.7
80131,107250.0,20.5,74.5
80132,161670.0,1.5,59.4
80133,120625.0,0.0,62.4
80134,146778.0,1.8,72.9
80135,136083.0,5.5,52.5
80136,111528.0,10.2,59.6
80137,134890.0,7.2,57.1
80138,145013.0,5.1,66.8
80202,114151.0,3.0,77.4
80203,77500.0,2.8,79.8
80204,84829.0,14.0,73.1
80205,104836.0,15.8,74.8
80206,101594.0,5.8,73.7
80207,115542.0,8.5,66.3
80209,125733.0,2.0,70.0
80210,127270.0,3.1,69.9
80211,121439.0,4.5,80.4
80212,124972.0,6.4,74.8
80214,75575.0,12.5,69.5
80215,85190.0,6.4,62.1
80216,82143.0,21.8,68.8
80218,81706.0,2.4,76.3
80219,68415.0,14.0,61.8
80220,106054.0,7.0,71.4
80221,86810.0,8.8,67.0
80222,86472.0,3.8,70.8
80223,79151.0,18.4,69.2
80224,86352.0,5.6,64.1
80226,82300.0,4.8,65.8
80227,90316.0,4.2,64.0
80228,113977.0,2.4,71.2
80229,84203.0,9.1,70.0
80230,99750.0,5.5,66.1
80231,76502.0,12.2,72.0
80232,96217.0,5.2,65.2
80233,88880.0,5.9,69.8
80234,92563.0,7.1,71.5
80235,70484.0,8.7,63.7
80236,86115.0,6.6,60.8
80237,85705.0,5.5,70.1
80238,180940.0,3.7,76.9
80239,98148.0,10.2,62.3
80241,110218.0,1.7,71.3
80246,67235.0,6.8,82.9
80247,64498.0,14.0,66.9
80249,100324.0,5.1,72.1
80260,61852.0,16.9,63.7
80264,,,
80266,,,
80290,103428.0,0.0,97.7
80293,,,
80294,,,
80301,95207.0,4.6,67.2
80302,61698.0,6.8,58.5
80303,78555.0,3.2,60.2
80304,126558.0,7.1,63.4
80305,126107.0,3.3,66.4
80310,,,23.1
80401,118039.0,2.7,62.4
80403,151276.0,2.8,61.0
80419,,,
80420,86705.0,0.0,76.8
80421,98452.0,3.6,58.3
80422,95625.0,6.5,66.7
80423,,0.0,34.9
80424,120907.0,4.5,71.8
80425,82188.0,13.8,24.3
80426,95688.0,0.0,40.2
80427,62264.0,6.7,71.4
80428,120227.0,18.6,75.4
80430,64338.0,10.4,46.9
80432,44605.0,0.0,23.9
80433,134402.0,3.5,61.7
80434,,0.0,90.6
80435,97463.0,1.7,70.9
80436,59091.0,0.0,52.7
80438,67034.0,4.0,70.9
80439,156218.0,1.9,60.2
80440,116143.0,3.3,76.7
80442,108387.0,0.0,76.5
80443,108710.0,0.0,65.9
80444,79118.0,3.5,63.3
80446,74973.0,5.3,75.5
80447,96000.0,0.0,63.3
80448,,,
80449,59635.0,0.0,35.7
80451,111875.0,3.4,64.4
80452,75565.0,4.7,71.9
80453,,0.0,77.0
80454,178980.0,9.4,65.9
80455,169286.0,0.0,72.9
80456,,0.0,57.6
80457,235160.0,0.0,80.2
80459,87727.0,9.6,65.1
80461,95775.0,5.7,76.8
80463,192656.0,0.0,56.0
80465,132292.0,2.7,67.6
80466,100962.0,0.0,69.5
80467,102143.0,2.7,78.2
80468,,0.0,86.2
80469,87366.0,0.0,79.6
80470,135682.0,1.4,57.2
80471,,,
80473,30735.0,0.0,41.9
80474,,0.0,75.3
80475,,0.0,84.6
80476,51875.0,26.3,62.3
80478,105801.0,0.0,54.5
80479,,,100.0
80480,49167.0,12.3,56.2
80481,116563.0,1.4,57.7
80482,65137.0,0.0,57.4
80483,85089.0,3.6,66.6
80487,109659.0,1.9,67.4
80498,105897.0,3.3,75.6
80501,80911.0,6.1,65.4
80503,113620.0,3.2,63.7
80504,113643.0,3.1,67.0
80510,101250.0,2.4,66.8
80512,97837.0,0.0,58.2
80513,126726.0,3.8,67.5
80514,104494.0,2.9,73.6
80515,66615.0,0.0,42.0
80516,168725.0,1.6,72.6
80517,95404.0,1.7,52.2
80520,63529.0,0.0,60.3
80521,58082.0,8.7,60.5
80524,85035.0,6.7,64.5
80525,91636.0,3.0,66.6
80526,88686.0,5.8,67.8
80528,130350.0,4.2,69.2
80530,124000.0,4.0,73.5
80532,53295.0,0.0,72.0
80534,129024.0,0.8,73.2
80535,110945.0,2.8,74.5
80536,117500.0,2.2,50.9
80537,86325.0,4.9,61.8
80538,86671.0,5.1,55.9
80540,139521.0,3.1,60.4
80542,133500.0,0.9,75.7
80543,104574.0,0.9,76.2
80544,,,
80545,93207.0,5.5,48.3
80546,113242.0,0.0,70.2
80547,180492.0,3.5,68.4
80549,107614.0,4.3,68.9
80550,126132.0,3.3,65.7
80601,105417.0,4.4,68.1
80602,151737.0,2.6,70.9
80603,118297.0,6.3,73.6
80610,92153.0,2.2,65.7
80611,78529.0,6.6,53.1
80612,,0.0,60.0
80615,107308.0,8.7,68.5
80620,73590.0,8.1,65.0
80621,90055.0,11.3,62.5
80622,138710.0,0.0,100.0
80623,,17.5,65.8
80624,80673.0,0.0,43.6
80631,54591.0,18.6,60.4
80634,82742.0,6.2,63.4
80640,117373.0,2.9,75.5
80642,105225.0,7.1,66.8
80643,97766.0,7.5,67.6
80644,97847.0,6.3,58.4
80645,87609.0,2.3,63.6
80646,,,
80648,94079.0,0.4,62.9
80649,,2.4,48.9
80650,57083.0,19.9,49.7
80651,81586.0,4.8,59.4
80652,72639.0,0.0,85.0
80653,51542.0,12.9,59.2
80654,91864.0,7.6,62.2
80701,70302.0,13.2,61.3
80705,56786.0,11.8,62.4
80720,65913.0,3.4,55.2
80721,104167.0,0.0,82.4
80722,116528.0,0.0,72.2
80723,75691.0,2.9,60.1
80726,48056.0,14.7,74.0
80727,58125.0,12.8,67.4
80728,67863.0,10.1,58.2
80729,48750.0,14.4,50.5
80731,74375.0,11.8,61.9
80732,17679.0,70.0,13.6
80733,86750.0,0.0,57.7
80734,57891.0,16.3,62.9
80735,94167.0,12.2,72.6
80736,79196.0,4.0,60.5
80737,52500.0,15.3,61.3
80740,38056.0,13.0,48.6
80741,85227.0,4.7,69.8
80742,82500.0,0.0,71.7
80743,67734.0,10.3,61.1
80744,50588.0,3.3,61.9
80745,21136.0,0.0,23.3
80746,99444.0,0.0,78.4
80747,78750.0,4.4,59.0
80749,85417.0,9.5,62.9
80750,,0.0,55.3
80751,48682.0,13.9,51.2
80754,82500.0,4.9,54.7
80755,98883.0,0.0,84.0
80757,53438.0,18.2,54.1
80758,58929.0,12.4,59.7
80759,52255.0,19.6,63.5
80801,22813.0,16.7,57.4
80802,48571.0,0.0,67.0
80804,43281.0,3.7,54.8
80805,60500.0,9.9,57.7
80807,76583.0,7.2,66.5
80808,85500.0,11.1,60.4
80809,93750.0,2.1,50.0
80810,72543.0,12.5,67.0
80812,69844.0,1.2,55.5
80813,48530.0,5.4,51.4
80814,80500.0,5.0,56.0
80815,51780.0,6.8,57.0
80816,75472.0,4.8,55.4
80817,86543.0,7.2,59.8
80818,56518.0,0.0,65.0
80819,111250.0,3.8,70.1
80820,49375.0,6.8,41.5
80821,66071.0,3.7,57.7
80822,63750.0,11.3,55.3
80823,42917.0,27.9,25.3
80824,145327.0,5.9,52.2
80825,68750.0,0.0,73.8
80826,,,0.0
80827,88125.0,0.0,29.8
80828,67708.0,3.3,58.9
80829,91275.0,6.1,64.0
80830,76250.0,3.0,30.9
80831,132467.0,3.9,62.8
80832,90556.0,3.9,59.2
80833,42139.0,13.2,53.5
80834,52750.0,1.5,60.6
80835,49344.0,33.3,59.1
80836,65208.0,7.1,60.9
80840,69474.0,10.5,9.7
80860,84107.0,0.0,53.1
80861,84375.0,7.2,69.5
80862,,0.0,88.1
80863,104779.0,1.7,55.7
80864,66541.0,8.2,42.6
80902,67374.0,15.3,28.9
80903,61768.0,5.9,58.1
80904,69814.0,5.4,56.4
80905,63281.0,8.8,60.1
80906,89984.0,5.3,52.6
80907,74402.0,8.7,62.4
80908,133965.0,4.6,61.8
80909,64035.0,8.3,61.4
80910,61969.0,12.0,60.9
80911,87093.0,4.6,58.4
80913,,,4.7
80914,,,1.2
80915,72352.0,10.3,61.0
80916,67127.0,12.0,58.3
80917,72991.0,6.0,61.0
80918,87685.0,4.5,63.4
80919,119518.0,1.1,61.6
80920,113036.0,3.3,61.5
80921,141659.0,2.5,58.6
80922,108019.0,3.0,67.6
80923,101565.0,2.6,68.6
80924,139447.0,1.1,66.0
80925,106953.0,2.8,54.6
80926,131111.0,5.0,56.8
80927,163803.0,0.5,66.3
80928,122679.0,0.8,58.4
80929,135257.0,0.0,27.1
80930,90467.0,1.7,37.8
80938,108143.0,4.9,61.5
80939,,0.0,51.5
80951,108010.0,3.6,62.9
81001,48417.0,16.2,54.0
81003,43705.0,19.5,40.6
81004,51789.0,16.4,50.4
81005,70574.0,6.8,53.6
81006,69050.0,11.4,54.6
81007,96713.0,5.8,56.5
81008,69925.0,13.3,54.0
81019,38056.0,2.0,36.3
81020,30685.0,8.3,37.8
81021,,100.0,25.0
81022,60481.0,5.2,62.5
81023,55641.0,5.2,39.1
81024,31292.0,0.0,43.8
81025,72778.0,8.3,35.9
81027,46458.0,0.0,39.2
81029,46250.0,20.6,51.7
81030,40625.0,10.8,37.6
81033,41250.0,29.0,62.6
81036,59868.0,2.4,63.3
81039,47143.0,12.2,52.7
81040,30978.0,26.1,16.8
81041,48500.0,15.6,59.9
81043,12955.0,100.0,6.7
81044,58500.0,27.1,49.2
81045,,4.5,45.5
81046,,0.0,100.0
81047,43050.0,10.6,54.6
81049,44904.0,10.0,56.5
81050,57180.0,15.8,52.7
81052,58875.0,9.8,58.7
81054,48398.0,28.9,32.5
81055,55080.0,6.2,38.8
81057,54167.0,27.4,60.0
81058,48636.0,14.5,45.8
81059,93068.0,0.0,80.3
81062,56250.0,18.7,22.4
81063,49375.0,16.4,29.2
81064,,7.2,56.9
81067,50028.0,14.2,49.6
81069,97513.0,8.5,59.5
81071,53558.0,10.7,65.2
81073,47167.0,22.7,57.4
81076,48563.0,6.0,50.9
81077,48897.0,0.0,60.7
81081,39255.0,0.0,77.0
81082,58589.0,12.7,50.5
81084,,0.0,56.4
81087,,26.1,50.3
81089,52280.0,12.9,39.6
81090,46389.0,16.9,57.7
81091,50179.0,20.7,36.0
81092,66719.0,3.6,60.5
81101,54844.0,12.9,60.4
81120,47546.0,10.6,53.0
81121,42813.0,12.0,31.1
81122,93714.0,6.3,63.7
81123,36487.0,16.1,49.5
81124,88793.0,0.0,32.3
81125,56250.0,11.7,59.5
81126,52870.0,16.0,37.8
81128,,0.0,35.3
81129,,0.0,100.0
81130,54730.0,2.7,51.7
81131,45156.0,28.8,42.6
81132,55000.0,5.6,53.5
81133,45833.0,28.6,39.6
81136,47448.0,15.5,51.8
81137,63860.0,9.2,56.1
81138,,,0.0
81140,46781.0,9.5,57.6
81141,59539.0,1.9,65.6
81143,30915.0,43.6,38.8
81144,64662.0,18.5,56.0
81146,69556.0,0.0,75.1
81147,84270.0,4.1,51.0
81148,45469.0,21.8,53.2
81149,57019.0,0.0,58.9
81151,43417.0,12.0,56.0
81152,31875.0,14.2,47.3
81154,77177.0,7.4,51.4
81155,75000.0,0.0,47.8
81201,80248.0,9.4,62.8
81210,,5.4,75.7
81211,88083.0,1.3,43.4
81212,64235.0,8.7,41.3
81220,,0.0,34.3
81221,34000.0,17.7,40.5
81222,,23.3,64.4
81223,51889.0,15.1,39.3
81224,89907.0,0.0,71.9
81225,85357.0,3.7,76.2
81226,53969.0,9.2,38.2
81227,,0.0,0.0
81228,,,
81230,77942.0,8.9,68.9
81232,,,
81233,60386.0,0.0,54.8
81235,79000.0,0.0,58.5
81236,98170.0,1.1,37.6
81237,134038.0,0.0,39.1
81239,,0.0,100.0
81240,90417.0,7.8,49.9
81241,,0.0,58.3
81242,95865.0,0.0,74.3
81243,73636.0,0.0,46.9
81244,51250.0,4.0,41.6
81248,,0.0,75.0
81251,105600.0,2.8,35.7
81252,69527.0,7.4,42.9
81253,76346.0,10.1,49.3
81301,83943.0,9.1,62.2
81303,88103.0,7.7,60.3
81320,,43.0,29.8
81321,59506.0,6.6,50.8
81323,75393.0,9.0,55.4
81324,71630.0,12.1,62.8
81325,56750.0,0.0,48.4
81326,80089.0,4.0,51.9
81327,94349.0,0.0,71.7
81328,72522.0,1.5,53.9
81330,,,71.7
81331,84353.0,0.0,56.0
81332,104250.0,5.1,77.5
81334,,39.0,46.3
81335,,0.0,100.0
81401,71286.0,8.4,55.2
81403,80893.0,6.5,53.4
81410,67826.0,3.6,45.7
81411,59375.0,0.0,29.2
81413,58465.0,8.6,38.0
81415,59141.0,3.1,52.8
81416,50243.0,13.0,48.0
81418,54417.0,19.9,52.5
81419,59735.0,4.2,49.4
81422,27917.0,29.2,45.3
81423,62125.0,8.9,64.0
81424,39960.0,2.7,37.1
81425,73682.0,10.7,60.0
81426,135179.0,0.0,98.1
81427,84167.0,0.5,49.7
81428,75799.0,10.0,52.9
81429,69000.0,18.4,33.3
81430,74148.0,0.0,59.8
81431,83304.0,2.5,58.6
81432,90882.0,6.6,53.7
81433,62317.0,25.2,69.8
81434,143074.0,0.0,70.9
81435,83076.0,2.1,77.2
81501,53666.0,7.0,55.5
81503,75053.0,5.8,59.9
81504,70958.0,9.0,59.9
81505,90830.0,4.9,63.4
81506,78651.0,5.3,53.1
81507,107528.0,4.3,52.7
81520,50283.0,17.1,53.9
81521,88458.0,1.0,60.7
81522,,,
81523,106518.0,0.0,38.5
81524,99947.0,2.1,73.4
81525,113796.0,7.2,56.2
81526,87500.0,8.9,54.1
81527,76815.0,0.0,58.7
81601,109129.0,2.3,73.1
81610,51105.0,0.0,35.4
81611,82664.0,4.7,68.3
81612,,,
81615,102959.0,0.0,61.5
81620,102775.0,4.4,74.7
81621,104754.0,2.2,73.8
81623,109661.0,5.9,71.7
81624,91739.0,9.9,49.4
81625,75812.0,6.4,64.1
81630,64875.0,8.0,60.8
81631,113662.0,4.5,67.5
81632,83712.0,9.2,61.4
81633,,,
81635,73278.0,10.8,59.6
81637,109209.0,6.1,75.7
81638,,37.9,50.7
81639,110404.0,6.0,65.6
81640,,15.0,36.1
81641,63070.0,3.4,60.4
81642,,100.0,0.0
81643,106813.0,2.2,59.6
81645,102039.0,9.0,70.3
81646,67321.0,21.9,64.4
81647,78352.0,8.8,60.4
81648,71705.0,9.5,62.1
81649,,13.5,78.3
81650,81025.0,4.1,73.0
81652,101038.0,1.7,78.6
81653,,,
81654,141111.0,16.3,66.7
81655,125539.0,0.0,100.0
81656,,0.0,38.2
81657,100573.0,4.9,62.7
